SchoolYear,TestType,TestPopulation,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,MISTEM_NAME,MISTEM_CODE,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalSurpassed,TotalAttained,TotalEmergingTowards,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentSurpassed,PercentAttained,PercentEmergingTowards,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,MeanPtsEarned,MinScaleScore,MaxScaleScore,ScaleScore25,ScaleScore50,ScaleScore75
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,554,Cass Technical High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Hispanic of Any Race,<3,*,*,<3,N/A,N/A,N/A,14,15,29,<=20%,*,*,<=20%,N/A,N/A,N/A,48.3,51.7,2094.50,16.20,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,554,Cass Technical High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,White,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,554,Cass Technical High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Two or More Races,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,554,Cass Technical High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Asian,9,23,19,4,N/A,N/A,N/A,32,23,55,16.4,41.8,*,<=10%,N/A,N/A,N/A,58.2,41.8,2101.60,25.50,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,554,Cass Technical High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,16,58,80,20,N/A,N/A,N/A,74,100,174,9.2,33.3,46.0,11.5,N/A,N/A,N/A,42.5,57.5,2094.90,23.40,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,554,Cass Technical High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,11,113,191,19,N/A,N/A,N/A,124,210,334,3.3,33.8,57.2,5.7,N/A,N/A,N/A,37.1,62.9,2094.30,17.50,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,554,Cass Technical High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,English Learners,3,21,28,5,N/A,N/A,N/A,24,33,57,<=10%,*,*,<=10%,N/A,N/A,N/A,42.1,57.9,2093.20,20.00,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,554,Cass Technical High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,24,150,243,34,N/A,N/A,N/A,174,277,451,5.3,33.3,53.9,7.5,N/A,N/A,N/A,38.6,61.4,2094.70,19.70,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,554,Cass Technical High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students With Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,<3,<3,*,*,N/A,N/A,N/A,<3,*,59,<=10%,<=10%,*,*,N/A,N/A,N/A,<=10%,>=90%,2066.40,14.20,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students With Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students Without Disabilities,<3,<3,*,*,N/A,N/A,N/A,<3,*,52,<=10%,<=10%,*,*,N/A,N/A,N/A,<=10%,>=90%,2067.00,14.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,<3,<3,*,*,N/A,N/A,N/A,<3,*,61,<=5%,<=5%,*,*,N/A,N/A,N/A,<=5%,>=95%,2066.60,14.30,N/A,*,*,*,*,*
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,<3,<3,*,*,N/A,N/A,N/A,<3,*,56,<=10%,<=10%,*,*,N/A,N/A,N/A,<=10%,>=90%,2066.70,14.30,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,<3,<3,*,*,N/A,N/A,N/A,<3,*,60,<=10%,<=10%,*,*,N/A,N/A,N/A,<=10%,>=90%,2066.70,14.40,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,White,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,<3,<3,*,*,N/A,N/A,N/A,<3,*,35,<=10%,<=10%,*,*,N/A,N/A,N/A,<=10%,>=90%,2063.20,12.60,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,617,Central High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,<3,<3,*,*,N/A,N/A,N/A,<3,*,26,<=20%,<=20%,*,*,N/A,N/A,N/A,<=20%,>=80%,2071.20,15.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,White,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Asian,<3,<3,*,<3,N/A,N/A,N/A,<3,*,16,<=20%,<=20%,>=80%,<=20%,N/A,N/A,N/A,<=20%,>=80%,2079.70,12.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,<3,*,27,6,N/A,N/A,N/A,7,33,40,<=10%,*,67.5,15.0,N/A,N/A,N/A,17.5,82.5,2083.20,15.70,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,<3,*,29,14,N/A,N/A,N/A,6,43,49,<=10%,<=10%,59.2,28.6,N/A,N/A,N/A,12.2,87.8,2081.50,19.40,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,English Learners,<3,*,14,3,N/A,N/A,N/A,5,17,22,<=20%,*,*,<=20%,N/A,N/A,N/A,22.7,77.3,2084.70,17.00,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,<3,*,42,17,N/A,N/A,N/A,8,59,67,<=5%,*,62.7,25.4,N/A,N/A,N/A,11.9,88.1,2081.40,18.00,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students With Disabilities,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students Without Disabilities,<3,*,53,17,N/A,N/A,N/A,13,70,83,<=5%,*,63.9,20.5,N/A,N/A,N/A,15.7,84.3,2083.00,18.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,<3,*,56,20,N/A,N/A,N/A,13,76,89,<=5%,*,62.9,22.5,N/A,N/A,N/A,14.6,85.4,2082.20,17.90,N/A,*,*,*,*,*
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,<3,*,52,16,N/A,N/A,N/A,10,68,78,<=5%,*,66.7,20.5,N/A,N/A,N/A,12.8,87.2,2082.40,17.00,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,<3,3,4,4,N/A,N/A,N/A,3,8,11,<=50%,<=50%,<=50%,<=50%,N/A,N/A,N/A,<=50%,>=50%,2081.30,23.00,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,<3,*,41,18,N/A,N/A,N/A,9,59,68,<=5%,*,60.3,26.5,N/A,N/A,N/A,13.2,86.8,2081.70,18.40,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,865,Benjamin Carson High School of Science and Medicine,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Hispanic of Any Race,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,<3,*,16,24,N/A,N/A,N/A,4,40,44,<=10%,<=10%,*,*,N/A,N/A,N/A,<=10%,>=90%,2070.70,15.30,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,<3,*,33,58,N/A,N/A,N/A,5,91,96,<=5%,*,34.4,60.4,N/A,N/A,N/A,5.2,94.8,2068.00,15.40,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students With Disabilities,<3,<3,*,*,N/A,N/A,N/A,<3,*,20,<=20%,<=20%,<=20%,>=80%,N/A,N/A,N/A,<=20%,>=80%,2061.20,9.60,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students Without Disabilities,<3,*,30,42,N/A,N/A,N/A,5,72,77,<=5%,*,39.0,54.5,N/A,N/A,N/A,6.5,93.5,2069.60,16.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,<3,*,33,59,N/A,N/A,N/A,5,92,97,<=5%,*,34.0,60.8,N/A,N/A,N/A,5.2,94.8,2067.90,15.40,N/A,*,*,*,*,*
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,<3,*,27,52,N/A,N/A,N/A,4,79,83,<=5%,<=5%,*,*,N/A,N/A,N/A,<=5%,>=95%,2067.10,15.30,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,<3,<3,*,*,N/A,N/A,N/A,<3,*,14,<=50%,<=50%,<=50%,<=50%,N/A,N/A,N/A,<=50%,>=50%,2072.60,14.90,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,<3,*,33,59,N/A,N/A,N/A,5,92,97,<=5%,*,34.0,60.8,N/A,N/A,N/A,5.2,94.8,2067.90,15.40,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,902,Denby High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,<3,<3,*,*,N/A,N/A,N/A,<3,*,53,<=10%,<=10%,*,*,N/A,N/A,N/A,<=10%,>=90%,2065.60,15.00,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students Without Disabilities,<3,*,124,56,N/A,N/A,N/A,31,180,211,<=5%,*,58.8,26.5,N/A,N/A,N/A,14.7,85.3,2080.80,16.50,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,<3,*,137,77,N/A,N/A,N/A,32,214,246,<=5%,*,55.7,31.3,N/A,N/A,N/A,13.0,87.0,2078.80,16.80,N/A,*,*,*,*,*
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,<3,*,105,64,N/A,N/A,N/A,26,169,195,<=5%,*,53.8,32.8,N/A,N/A,N/A,13.3,86.7,2078.30,16.80,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,<3,*,32,13,N/A,N/A,N/A,6,45,51,<=10%,*,62.7,25.5,N/A,N/A,N/A,11.8,88.2,2080.80,16.70,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,<3,*,137,77,N/A,N/A,N/A,32,214,246,<=5%,*,55.7,31.3,N/A,N/A,N/A,13.0,87.0,2078.80,16.80,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,<3,*,57,37,N/A,N/A,N/A,18,94,112,<=5%,*,50.9,33.0,N/A,N/A,N/A,16.1,83.9,2079.40,18.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,<3,*,80,40,N/A,N/A,N/A,14,120,134,<=5%,*,59.7,29.9,N/A,N/A,N/A,10.4,89.6,2078.30,15.60,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,<3,*,137,77,N/A,N/A,N/A,32,214,246,<=5%,*,55.7,31.3,N/A,N/A,N/A,13.0,87.0,2078.80,16.80,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1043,Martin Luther King Jr. Senior High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students With Disabilities,<3,<3,*,*,N/A,N/A,N/A,<3,*,35,<=10%,<=10%,*,*,N/A,N/A,N/A,<=10%,>=90%,2067.00,13.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students Without Disabilities,<3,*,86,60,N/A,N/A,N/A,12,146,158,<=5%,*,54.4,38.0,N/A,N/A,N/A,7.6,92.4,2074.30,16.30,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,All Students,<3,*,100,74,N/A,N/A,N/A,13,174,187,<=5%,*,53.5,39.6,N/A,N/A,N/A,7.0,93.0,2073.70,15.80,N/A,*,*,*,*,*
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Economically Disadvantaged,<3,*,90,65,N/A,N/A,N/A,10,155,165,<=5%,*,54.5,39.4,N/A,N/A,N/A,6.1,93.9,2073.00,14.40,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not Economically Disadvantaged,<3,<3,10,9,N/A,N/A,N/A,3,19,22,<=20%,<=20%,*,*,N/A,N/A,N/A,<=20%,>=80%,2079.10,23.20,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,American Indian or Alaska Native,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,<3,*,100,74,N/A,N/A,N/A,11,174,185,<=5%,*,54.1,40.0,N/A,N/A,N/A,5.9,94.1,2073.30,15.50,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,White,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,<3,*,44,41,N/A,N/A,N/A,6,85,91,<=5%,*,48.4,45.1,N/A,N/A,N/A,6.6,93.4,2072.60,18.00,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,<3,*,56,33,N/A,N/A,N/A,7,89,96,<=5%,*,58.3,34.4,N/A,N/A,N/A,7.3,92.7,2074.80,13.30,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Not English Learners,<3,*,100,74,N/A,N/A,N/A,13,174,187,<=5%,*,53.5,39.6,N/A,N/A,N/A,7.0,93.0,2073.70,15.80,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1189,East English Village Preparatory Academy,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Students With Disabilities,<3,<3,*,*,N/A,N/A,N/A,<3,*,29,<=20%,<=20%,*,*,N/A,N/A,N/A,<=20%,>=80%,2070.60,12.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Black or African American,<3,<3,*,*,N/A,N/A,N/A,<3,*,90,<=5%,<=5%,*,*,N/A,N/A,N/A,<=5%,>=95%,2069.10,10.60,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Male,<3,<3,*,*,N/A,N/A,N/A,<3,*,47,<=10%,<=10%,*,*,N/A,N/A,N/A,<=10%,>=90%,2068.60,11.10,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,Female,<3,<3,*,*,N/A,N/A,N/A,<3,*,43,<=10%,<=10%,*,*,N/A,N/A,N/A,<=10%,>=90%,2069.50,10.20,N/A,N/A,N/A,N/A,N/A,N/A
18 - 19 School Year,M-STEP,N/A,82,Wayne RESA,82015,Detroit Public Schools Community District,1634,Henry Ford High School,82,Wayne,LEA School,High School,City: Large,Wayne Region,3,11,Social Studies,English Learners,*,*,*,*,N/A,N/A,N/A,*,*,<10,*,*,*,*,N/A,N/A,N/A,*,*,*,*,N/A,N/A,N/A,N/A,N/A,N/A
