"SchoolYear","IsdCode","IsdName","DistrictCode","DistrictName","BuildingName","BuildingCode","EntityType","Grade","Subject","TestingGroup","NumberAboveAverageGrowth","NumberAverageGrowth","NumberBelowAverageGrowth","PercentAboveAverage","PercentAverageGrowth","PercentBelowAverage","TotalIncluded","MeanSGP"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","Mathematics","White, not of Hispanic origin","20","18","17","36.40","32.70","30.90","55","50.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","Mathematics","Two or More Races","< 10","< 10","< 10","10.00","70.00","20.00","10","47.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","Mathematics","Asian","25","31","13","36.20","44.90","18.80","69","56.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","Mathematics","Male","376","520","445","28.00","38.80","33.20","1341","48.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","Mathematics","Female","389","501","413","29.90","38.40","31.70","1303","49.70"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","Mathematics","English Learners","133","152","110","33.70","38.50","27.80","395","53.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","Mathematics","Not English Learners","632","869","748","28.10","38.60","33.30","2249","48.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","Mathematics","Not Migrant","765","1021","858","28.90","38.60","32.50","2644","49.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","English Language Arts","All Students","814","1046","780","30.80","39.60","29.50","2640","51.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","English Language Arts","Economically Disadvantaged","714","926","696","30.60","39.60","29.80","2336","51.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","English Language Arts","Not Economically Disadvantaged","100","120","84","32.90","39.50","27.60","304","53.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","English Language Arts","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","English Language Arts","American Indian or Alaska Native","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","English Language Arts","Black, not of Hispanic origin","583","847","655","28.00","40.60","31.40","2085","49.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","English Language Arts","Hispanic","191","142","92","44.90","33.40","21.60","425","60.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","English Language Arts","White, not of Hispanic origin","13","22","18","24.50","41.50","34.00","53","46.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","English Language Arts","Two or More Races","< 10","< 10","< 10","30.00","50.00","20.00","10","55.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","English Language Arts","Asian","23","27","12","37.10","43.50","19.40","62","56.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","English Language Arts","Male","393","529","420","29.30","39.40","31.30","1342","50.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","English Language Arts","Female","421","517","360","32.40","39.80","27.70","1298","52.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","English Language Arts","English Learners","152","145","83","40.00","38.20","21.80","380","58.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","English Language Arts","Not English Learners","662","901","697","29.30","39.90","30.80","2260","50.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","08","English Language Arts","Not Migrant","814","1046","780","30.80","39.60","29.50","2640","51.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","11","English Language Arts","All Students","479","1047","1134","18.00","39.40","42.60","2660","40.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","11","English Language Arts","Economically Disadvantaged","385","853","927","17.80","39.40","42.80","2165","40.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","11","English Language Arts","Not Economically Disadvantaged","94","194","207","19.00","39.20","41.80","495","41.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","11","English Language Arts","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","11","English Language Arts","American Indian or Alaska Native","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","11","English Language Arts","Black, not of Hispanic origin","381","871","973","17.10","39.10","43.70","2225","39.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","11","English Language Arts","Hispanic","72","131","126","21.90","39.80","38.30","329","43.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","11","English Language Arts","White, not of Hispanic origin","< 10","20","< 10","23.50","58.80","17.60","34","52.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","11","English Language Arts","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","11","English Language Arts","Asian","17","22","25","26.60","34.40","39.10","64","47.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","11","English Language Arts","Male","239","450","507","20.00","37.60","42.40","1196","41.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","11","English Language Arts","Female","240","597","627","16.40","40.80","42.80","1464","39.80"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","11","English Language Arts","English Learners","61","133","112","19.90","43.50","36.60","306","43.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","11","English Language Arts","Not English Learners","418","914","1022","17.80","38.80","43.40","2354","40.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","11","English Language Arts","Not Migrant","479","1047","1134","18.00","39.40","42.60","2660","40.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","04","English Language Arts","All Students","558","1263","1521","16.70","37.80","45.50","3342","38.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","04","English Language Arts","Economically Disadvantaged","501","1141","1425","16.30","37.20","46.50","3067","38.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","04","English Language Arts","Not Economically Disadvantaged","57","122","96","20.70","44.40","34.90","275","44.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","04","English Language Arts","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","04","English Language Arts","American Indian or Alaska Native","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","04","English Language Arts","Black, not of Hispanic origin","370","997","1300","13.90","37.40","48.70","2667","36.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","04","English Language Arts","Hispanic","157","213","161","29.60","40.10","30.30","531","49.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","04","English Language Arts","White, not of Hispanic origin","22","26","38","25.60","30.20","44.20","86","43.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","04","English Language Arts","Two or More Races","< 10","< 10","< 10","< 5","46.20","53.80","13","27.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","04","English Language Arts","Asian","< 10","20","13","21.40","47.60","31.00","42","46.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","04","English Language Arts","Male","265","600","800","15.90","36.00","48.00","1665","37.00"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","04","English Language Arts","Female","293","663","721","17.50","39.50","43.00","1677","40.10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","04","English Language Arts","English Learners","158","233","176","27.90","41.10","31.00","567","48.90"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","04","English Language Arts","Not English Learners","400","1030","1345","14.40","37.10","48.50","2775","36.40"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","04","English Language Arts","Not Migrant","558","1263","1521","16.70","37.80","45.50","3342","38.60"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","05","English Language Arts","All Students","786","1332","1179","23.80","40.40","35.80","3297","45.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","05","English Language Arts","Economically Disadvantaged","706","1208","1082","23.60","40.30","36.10","2996","45.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","05","English Language Arts","Not Economically Disadvantaged","80","124","97","26.60","41.20","32.20","301","47.20"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","05","English Language Arts","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","05","English Language Arts","American Indian or Alaska Native","< 10","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","05","English Language Arts","Black, not of Hispanic origin","583","1054","962","22.40","40.60","37.00","2599","44.30"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","05","English Language Arts","Hispanic","150","220","176","27.50","40.30","32.20","546","48.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","05","English Language Arts","White, not of Hispanic origin","25","32","29","29.10","37.20","33.70","86","48.50"
"2017-2018",82,"Wayne RESA",82015,"Detroit Public Schools Community District","All Buildings",0,"LEA District","05","English Language Arts","Two or More Races","< 10","< 10","< 10","28.60","50.00","21.40","14","53.80"
